"User","Partner","Agreement","Year","Group","Data","Variable","deliveries"
"Ag Excess",NA,NA,2016,"Summary","Delivery","Delivered","11"
"Ag Excess",NA,NA,2016,"Summary","Delivery","Scheduled","0"
"Ag Excess",NA,NA,2016,"Summary","Delivery","Remaining","-11"
"Excess - Ag Pool",NA,NA,2016,"Summary","Delivery","Delivered","280689"
"Excess - Ag Pool",NA,NA,2016,"Summary","Delivery","Scheduled","281186"
"Excess - Ag Pool",NA,NA,2016,"Summary","Delivery","Remaining","497"
"Federal Off-Res",NA,NA,2016,"Summary","Delivery","Delivered","367430"
"Federal Off-Res",NA,NA,2016,"Summary","Delivery","Scheduled","367530"
"Federal Off-Res",NA,NA,2016,"Summary","Delivery","Remaining","-12498"
"Federal On-Res",NA,NA,2016,"Summary","Delivery","Delivered","150113"
"Federal On-Res",NA,NA,2016,"Summary","Delivery","Scheduled","153970"
"Federal On-Res",NA,NA,2016,"Summary","Delivery","Remaining","3857"
"M&I Subcontract",NA,NA,2016,"Summary","Delivery","Delivered","504203"
"M&I Subcontract",NA,NA,2016,"Summary","Delivery","Scheduled","510618"
"M&I Subcontract",NA,NA,2016,"Summary","Delivery","Remaining","6415"
"Excess - Other Excess",NA,NA,2016,"Summary","Delivery","Delivered","115866"
"Excess - Other Excess",NA,NA,2016,"Summary","Delivery","Scheduled","115016"
"Excess - Other Excess",NA,NA,2016,"Summary","Delivery","Remaining","-850"
"Total",NA,NA,2016,"Summary","Delivery","Delivered","1418312"
"Total",NA,NA,2016,"Summary","Delivery","Scheduled","1428320"
"Total",NA,NA,2016,"Summary","Delivery","Remaining","-2590"
"AWBA Phx AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","34044"
"AWBA Phx AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","33988"
"AWBA Phx AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","-56"
"AWBA Pinal AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","17520"
"AWBA Pinal AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","17520"
"AWBA Pinal AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","0"
"AWBA Tucson AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","14200"
"AWBA Tucson AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","14200"
"AWBA Tucson AMA",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","0"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","35276"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","35280"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","4"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","8599"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","8599"
"CAGRD",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","0"
"RWCD",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","41"
"RWCD",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","0"
"RWCD",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","-41"
"Temporary Uses",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","577"
"Temporary Uses",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","410"
"Temporary Uses",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","-167"
"Tucson",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","609"
"Tucson",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","19"
"Tucson",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","-590"
"USBR",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","5000"
"USBR",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","5000"
"USBR",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","0"
"Total",NA,NA,2016,"Excess - Other Excess","Delivery","Delivered","115866"
"Total",NA,NA,2016,"Excess - Other Excess","Delivery","Scheduled","115016"
"Total",NA,NA,2016,"Excess - Other Excess","Delivery","Remaining","-850"
"CAIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","94069"
"CAIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","94069"
"CAIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","0"
"HIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","37551"
"HIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","37551"
"HIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","0"
"HVID",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","34282"
"HVID",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","34503"
"HVID",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","221"
"MSIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","100949"
"MSIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","101260"
"MSIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","311"
"QCID",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","4542"
"QCID",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","4542"
"QCID",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","0"
"SCIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","7035"
"SCIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","7000"
"SCIDD",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","-35"
"TID",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","2261"
"TID",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","2261"
"TID",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","0"
"Total",NA,NA,2016,"Excess - Ag Pool","Delivery","Delivered","280689"
"Total",NA,NA,2016,"Excess - Ag Pool","Delivery","Scheduled","281186"
"Total",NA,NA,2016,"Excess - Ag Pool","Delivery","Remaining","497"
"Ak-Chin",NA,NA,2016,"Federal On-Res","Delivery","Delivered","73908"
"Ak-Chin",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","74154"
"Ak-Chin",NA,NA,2016,"Federal On-Res","Delivery","Remaining","246"
"GRIC",NA,NA,2016,"Federal On-Res","Delivery","Delivered","58093"
"GRIC",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","61657"
"GRIC",NA,NA,2016,"Federal On-Res","Delivery","Remaining","3564"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Delivered","500"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","500"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Remaining","0"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Delivered","0"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","0"
"Pascua Yaqui",NA,NA,2016,"Federal On-Res","Delivery","Remaining","0"
"Tohono O'odham - ST",NA,NA,2016,"Federal On-Res","Delivery","Delivered","10464"
"Tohono O'odham - ST",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","10468"
"Tohono O'odham - ST",NA,NA,2016,"Federal On-Res","Delivery","Remaining","4"
"Tohono O'odham - SX",NA,NA,2016,"Federal On-Res","Delivery","Delivered","7148"
"Tohono O'odham - SX",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","7191"
"Tohono O'odham - SX",NA,NA,2016,"Federal On-Res","Delivery","Remaining","43"
"Total",NA,NA,2016,"Federal On-Res","Delivery","Delivered","150113"
"Total",NA,NA,2016,"Federal On-Res","Delivery","Scheduled","153970"
"Total",NA,NA,2016,"Federal On-Res","Delivery","Remaining","3857"
"Ak-Chin","Ak-Chin","A--",2016,"Federal Off-Res","Delivery","Delivered","-1678"
"Ak-Chin","Ak-Chin","A--",2016,"Federal Off-Res","Delivery","Scheduled","-2532"
"Ak-Chin","Ak-Chin","A--",2016,"Federal Off-Res","Delivery","Remaining","0"
"Ak-Chin","Ak-Chin","Contract",2016,"Federal Off-Res","Delivery","Delivered","-9920"
"Ak-Chin","Ak-Chin","Contract",2016,"Federal Off-Res","Delivery","Scheduled","-8128"
"Ak-Chin","Ak-Chin","Contract",2016,"Federal Off-Res","Delivery","Remaining","-1000"
"APS","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Delivered","159"
"APS","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Scheduled","250"
"APS","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Remaining","91"
"Chandler","Chandler","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","972"
"Chandler","Chandler","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","972"
"Chandler","Chandler","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","Chandler","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Delivered","5082"
"Chandler","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Scheduled","5082"
"Chandler","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","2586"
"Chandler","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","2586"
"Chandler","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Dell Webb / Pulte","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Delivered","12752"
"Dell Webb / Pulte","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Scheduled","12800"
"Dell Webb / Pulte","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Remaining","48"
"Freeport-Morenci","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","12000"
"Freeport-Morenci","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","12000"
"Freeport-Morenci","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Freeport-Morenci","SCAT","Exchange",2016,"Federal Off-Res","Delivery","Delivered","14000"
"Freeport-Morenci","SCAT","Exchange",2016,"Federal Off-Res","Delivery","Scheduled","14000"
"Freeport-Morenci","SCAT","Exchange",2016,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","1537"
"Gilbert","Gilbert","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","1537"
"Gilbert","Gilbert","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","SCAT","Lease",2016,"Federal Off-Res","Delivery","Delivered","20000"
"Gilbert","SCAT","Lease",2016,"Federal Off-Res","Delivery","Scheduled","20000"
"Gilbert","SCAT","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","4088"
"Gilbert","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","4088"
"Gilbert","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","682"
"Glendale","Glendale","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","682"
"Glendale","Glendale","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","1814"
"Glendale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","1814"
"Glendale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Goodyear","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","7000"
"Goodyear","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","7000"
"Goodyear","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"GRIC","GRIC","Contract",2016,"Federal Off-Res","Delivery","Delivered","174170"
"GRIC","GRIC","Contract",2016,"Federal Off-Res","Delivery","Scheduled","172689"
"GRIC","GRIC","Contract",2016,"Federal Off-Res","Delivery","Remaining","-1481"
"Mesa","Mesa","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","627"
"Mesa","Mesa","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","627"
"Mesa","Mesa","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","Mesa","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Delivered","8122"
"Mesa","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Scheduled","8122"
"Mesa","GRIC","Exchange",2016,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","1669"
"Mesa","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","1669"
"Mesa","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2016,"Federal Off-Res","Delivery","Delivered","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2016,"Federal Off-Res","Delivery","Scheduled","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2016,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Delivered","978"
"Pascua Yaqui","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Scheduled","1000"
"Pascua Yaqui","Ak-Chin","Lease",2016,"Federal Off-Res","Delivery","Remaining","22"
"Pascua Yaqui","SCAT","Lease",2016,"Federal Off-Res","Delivery","Delivered","790"
"Pascua Yaqui","SCAT","Lease",2016,"Federal Off-Res","Delivery","Scheduled","790"
"Pascua Yaqui","SCAT","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Peoria","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","7000"
"Peoria","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","7000"
"Peoria","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","1136"
"Phoenix","Phoenix","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","1136"
"Phoenix","Phoenix","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","FMYN","Lease",2016,"Federal Off-Res","Delivery","Delivered","4300"
"Phoenix","FMYN","Lease",2016,"Federal Off-Res","Delivery","Scheduled","4300"
"Phoenix","FMYN","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","15000"
"Phoenix","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","15000"
"Phoenix","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","3023"
"Phoenix","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","3023"
"Phoenix","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","23"
"Scottsdale","Scottsdale","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","23"
"Scottsdale","Scottsdale","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2016,"Federal Off-Res","Delivery","Delivered","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2016,"Federal Off-Res","Delivery","Scheduled","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","12000"
"Scottsdale","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","12000"
"Scottsdale","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SCAT","Lease",2016,"Federal Off-Res","Delivery","Delivered","12500"
"Scottsdale","SCAT","Lease",2016,"Federal Off-Res","Delivery","Scheduled","12500"
"Scottsdale","SCAT","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","60"
"Scottsdale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","60"
"Scottsdale","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-RWCD",2016,"Federal Off-Res","Delivery","Delivered","23"
"Tempe","Tempe","A-RWCD",2016,"Federal Off-Res","Delivery","Scheduled","23"
"Tempe","Tempe","A-RWCD",2016,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Delivered","95"
"Tempe","Tempe","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Scheduled","95"
"Tempe","Tempe","A-Wellton-Mohawk",2016,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","60"
"Tempe","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","60"
"Tempe","SRPMIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2016,"Federal Off-Res","Delivery","Delivered","0"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2016,"Federal Off-Res","Delivery","Scheduled","0"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2016,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2016,"Federal Off-Res","Delivery","Delivered","32475"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2016,"Federal Off-Res","Delivery","Scheduled","32957"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2016,"Federal Off-Res","Delivery","Remaining","482"
"WUCFD, Apache Junction","GRIC","Lease",2016,"Federal Off-Res","Delivery","Delivered","1000"
"WUCFD, Apache Junction","GRIC","Lease",2016,"Federal Off-Res","Delivery","Scheduled","1000"
"WUCFD, Apache Junction","GRIC","Lease",2016,"Federal Off-Res","Delivery","Remaining","0"
"Total",NA,NA,2016,"Federal Off-Res","Delivery","Delivered","367430"
"Total",NA,NA,2016,"Federal Off-Res","Delivery","Scheduled","367530"
"Total",NA,NA,2016,"Federal Off-Res","Delivery","Remaining","-12498"
"Avondale",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","5416"
"Avondale",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","5416"
"Avondale",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"AZ State Land",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","28"
"AZ State Land",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","400"
"AZ State Land",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","372"
"AZWC, Casa Grande",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","5916"
"AZWC, Casa Grande",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","6836"
"AZWC, Casa Grande",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","920"
"AZWC, Coolidge",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","2000"
"AZWC, Coolidge",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2000"
"AZWC, Coolidge",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"AZWC, Superstition",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","4894"
"AZWC, Superstition",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","4540"
"AZWC, Superstition",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","-354"
"AZWC, White Tank",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","375"
"AZWC, White Tank",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","375"
"AZWC, White Tank",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"CAGRD",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","8311"
"CAGRD",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","8311"
"CAGRD",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Carefree WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","518"
"Carefree WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","520"
"Carefree WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","2"
"Cave Creek",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","1931"
"Cave Creek",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2100"
"Cave Creek",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","169"
"Chandler",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Delivered","2952"
"Chandler",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Scheduled","2952"
"Chandler",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Remaining","0"
"Chandler",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","8404"
"Chandler",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","8599"
"Chandler",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","195"
"Chaparral City WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","5124"
"Chaparral City WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","6530"
"Chaparral City WC",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","1406"
"El Mirage",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","508"
"El Mirage",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","508"
"El Mirage",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Eloy",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","1828"
"Eloy",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2171"
"Eloy",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","343"
"EPCOR, AF",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","11093"
"EPCOR, AF",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","11093"
"EPCOR, AF",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, PV",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","3231"
"EPCOR, PV",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","3231"
"EPCOR, PV",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, SC",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","4189"
"EPCOR, SC",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","4189"
"EPCOR, SC",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, SCW",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","2372"
"EPCOR, SCW",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2372"
"EPCOR, SCW",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Florence",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","2048"
"Florence",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2048"
"Florence",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"FWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","2800"
"FWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2800"
"FWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Gilbert",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","6992"
"Gilbert",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","7235"
"Gilbert",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","243"
"Glendale",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","13421"
"Glendale",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","13764"
"Glendale",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","343"
"Goodyear",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","2000"
"Goodyear",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","2000"
"Goodyear",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Marana",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","1528"
"Marana",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","1528"
"Marana",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","0"
"Maricopa Cty P&R",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","597"
"Maricopa Cty P&R",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","665"
"Maricopa Cty P&R",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","68"
"Mesa",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Delivered","4924"
"Mesa",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Scheduled","4924"
"Mesa",NA,"A-CDR",2016,"M&I Subcontract","Delivery","Remaining","0"
"Mesa",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","34910"
"Mesa",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","36536"
"Mesa",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","1626"
"Metro DWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","11957"
"Metro DWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","11912"
"Metro DWID",NA,"Sub",2016,"M&I Subcontract","Delivery","Remaining","-45"
"Oro Valley",NA,"Sub",2016,"M&I Subcontract","Delivery","Delivered","10305"
"Oro Valley",NA,"Sub",2016,"M&I Subcontract","Delivery","Scheduled","10305"
