"User","Partner","Agreement","Year","Group","Data","Variable","deliveries"
"Tempe","Tempe","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","95"
"Tempe","Tempe","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","95"
"Tempe","Tempe","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","60"
"Tempe","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","60"
"Tempe","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2020,"Federal Off-Res","Delivery","Delivered","3200"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2020,"Federal Off-Res","Delivery","Scheduled","3200"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2020,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2020,"Federal Off-Res","Delivery","Delivered","38846"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2020,"Federal Off-Res","Delivery","Scheduled","41930"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2020,"Federal Off-Res","Delivery","Remaining","3084"
"Tonto-Apache","Tonto-Apache","Contract",2020,"Federal Off-Res","Delivery","Delivered","0"
"Tonto-Apache","Tonto-Apache","Contract",2020,"Federal Off-Res","Delivery","Scheduled","0"
"Tonto-Apache","Tonto-Apache","Contract",2020,"Federal Off-Res","Delivery","Remaining","0"
"WUCFD, Apache Junction","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","1000"
"WUCFD, Apache Junction","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","1000"
"WUCFD, Apache Junction","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Total",NA,NA,2020,"Federal Off-Res","Delivery","Delivered","377763"
"Total",NA,NA,2020,"Federal Off-Res","Delivery","Scheduled","381279"
"Total",NA,NA,2020,"Federal Off-Res","Delivery","Remaining","3516"
"ASARCO",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","21000"
"ASARCO",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","21000"
"ASARCO",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Avondale",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","5416"
"Avondale",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","5416"
"Avondale",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"AZ State Land",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","876"
"AZ State Land",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","1300"
"AZ State Land",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","424"
"AZWC, Casa Grande",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","8813"
"AZWC, Casa Grande",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","8884"
"AZWC, Casa Grande",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","71"
"AZWC, Coolidge",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2000"
"AZWC, Coolidge",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2000"
"AZWC, Coolidge",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"AZWC, Superstition",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","4793"
"AZWC, Superstition",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","4785"
"AZWC, Superstition",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","-8"
"AZWC, White Tank",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","968"
"AZWC, White Tank",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","968"
"AZWC, White Tank",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Buckeye",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","265"
"Buckeye",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","265"
"Buckeye",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"CAGRD",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","8311"
"CAGRD",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","8311"
"CAGRD",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Carefree WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","650"
"Carefree WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","650"
"Carefree WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Cave Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2206"
"Cave Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2220"
"Cave Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","14"
"Chandler",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Delivered","2952"
"Chandler",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Scheduled","2952"
"Chandler",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Remaining","0"
"Chandler",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","8311"
"Chandler",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","8294"
"Chandler",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","-17"
"Chaparral City WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","6636"
"Chaparral City WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","8909"
"Chaparral City WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","2273"
"El Mirage",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","508"
"El Mirage",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","508"
"El Mirage",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Eloy",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2165"
"Eloy",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2171"
"Eloy",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","6"
"EPCOR, AF",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","11093"
"EPCOR, AF",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","11093"
"EPCOR, AF",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, PV",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","3162"
"EPCOR, PV",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","3231"
"EPCOR, PV",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","69"
"EPCOR, SC",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","4094"
"EPCOR, SC",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","4189"
"EPCOR, SC",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","95"
"EPCOR, SCW",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2316"
"EPCOR, SCW",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2372"
"EPCOR, SCW",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","56"
"Florence",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2048"
"Florence",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2048"
"Florence",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Freeport-Miami",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","1825"
"Freeport-Miami",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","1825"
"Freeport-Miami",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"FWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2800"
"FWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2800"
"FWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Gilbert",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","7235"
"Gilbert",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","7235"
"Gilbert",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Glendale",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","17043"
"Glendale",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","17236"
"Glendale",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","193"
"Goodyear",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","10742"
"Goodyear",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","10742"
"Goodyear",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Marana",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","2336"
"Marana",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","2336"
"Marana",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Maricopa Cty P&R",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","437"
"Maricopa Cty P&R",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","585"
"Maricopa Cty P&R",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","148"
"Mesa",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Delivered","4924"
"Mesa",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Scheduled","4924"
"Mesa",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Remaining","0"
"Mesa",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","37616"
"Mesa",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","37233"
"Mesa",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","-383"
"Metro DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","9960"
"Metro DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","9960"
"Metro DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Oro Valley",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","10305"
"Oro Valley",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","10305"
"Oro Valley",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Peoria",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","25138"
"Peoria",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","25236"
"Peoria",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","98"
"Phoenix",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Delivered","36144"
"Phoenix",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Scheduled","36144"
"Phoenix",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Remaining","0"
"Phoenix",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","121909"
"Phoenix",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","122204"
"Phoenix",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","295"
"Queen Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","495"
"Queen Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","495"
"Queen Creek",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Rio Verde Utilities",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","812"
"Rio Verde Utilities",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","812"
"Rio Verde Utilities",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Delivered","3283"
"Scottsdale",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Scheduled","3283"
"Scottsdale",NA,"A-CDR",2020,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","51415"
"Scottsdale",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","51610"
"Scottsdale",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","195"
"Spanish Trail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","3037"
"Spanish Trail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","3037"
"Spanish Trail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Surprise",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","10249"
"Surprise",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","10249"
"Surprise",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Tempe",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","4315"
"Tempe",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","4315"
"Tempe",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"Tonto Hills DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","67"
"Tonto Hills DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","71"
"Tonto Hills DWID",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","4"
"Tucson",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","144187"
"Tucson",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","144191"
"Tucson",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","4"
"Vail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","1857"
"Vail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","1857"
"Vail WC",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","0"
"WUCFD, Apache Junction",NA,"Sub",2020,"M&I Subcontract","Delivery","Delivered","1402"
"WUCFD, Apache Junction",NA,"Sub",2020,"M&I Subcontract","Delivery","Scheduled","1406"
"WUCFD, Apache Junction",NA,"Sub",2020,"M&I Subcontract","Delivery","Remaining","4"
"Total",NA,NA,2020,"M&I Subcontract","Delivery","Delivered","608116"
"Total",NA,NA,2020,"M&I Subcontract","Delivery","Scheduled","611657"
"Total",NA,NA,2020,"M&I Subcontract","Delivery","Remaining","3541"
"Excess - Ag Pool",NA,NA,2021,"Summary","Delivery","Delivered","246083"
"Excess - Ag Pool",NA,NA,2021,"Summary","Delivery","Scheduled","256110"
"Excess - Ag Pool",NA,NA,2021,"Summary","Delivery","Remaining","10027"
"Federal Off-Res",NA,NA,2021,"Summary","Delivery","Delivered","359517"
"Federal Off-Res",NA,NA,2021,"Summary","Delivery","Scheduled","365147"
"Federal Off-Res",NA,NA,2021,"Summary","Delivery","Remaining","5630"
"Federal On-Res",NA,NA,2021,"Summary","Delivery","Delivered","120702"
"Federal On-Res",NA,NA,2021,"Summary","Delivery","Scheduled","123798"
"Federal On-Res",NA,NA,2021,"Summary","Delivery","Remaining","3096"
"Excess - Other Excess",NA,NA,2021,"Summary","Delivery","Delivered","731"
"Excess - Other Excess",NA,NA,2021,"Summary","Delivery","Scheduled","745"
"Excess - Other Excess",NA,NA,2021,"Summary","Delivery","Remaining","14"
"M&I Subcontract",NA,NA,2021,"Summary","Delivery","Delivered","596419"
"M&I Subcontract",NA,NA,2021,"Summary","Delivery","Scheduled","607689"
"M&I Subcontract",NA,NA,2021,"Summary","Delivery","Remaining","11270"
"Total",NA,NA,2021,"Summary","Delivery","Delivered","1323452"
"Total",NA,NA,2021,"Summary","Delivery","Scheduled","1353489"
"Total",NA,NA,2021,"Summary","Delivery","Remaining","30037"
"Peoria",NA,NA,2021,"Excess - Other Excess","Delivery","Delivered","0"
"Peoria",NA,NA,2021,"Excess - Other Excess","Delivery","Scheduled","0"
"Peoria",NA,NA,2021,"Excess - Other Excess","Delivery","Remaining","0"
"Temporary Uses",NA,NA,2021,"Excess - Other Excess","Delivery","Delivered","731"
"Temporary Uses",NA,NA,2021,"Excess - Other Excess","Delivery","Scheduled","745"
"Temporary Uses",NA,NA,2021,"Excess - Other Excess","Delivery","Remaining","14"
"Total",NA,NA,2021,"Excess - Other Excess","Delivery","Delivered","731"
"Total",NA,NA,2021,"Excess - Other Excess","Delivery","Scheduled","745"
"Total",NA,NA,2021,"Excess - Other Excess","Delivery","Remaining","14"
"CAIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","72163"
"CAIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","80538"
"CAIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","8375"
"CHCID",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","28"
"CHCID",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","28"
"CHCID",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","0"
"HIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","30442"
"HIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","30506"
"HIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","64"
"HVID",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","25512"
"HVID",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","25512"
"HVID",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","0"
"MSIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","104604"
"MSIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","106159"
"MSIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","1555"
"RWCD",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","1"
"RWCD",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","1"
"RWCD",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","0"
"SCIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","9063"
"SCIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","9063"
"SCIDD",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","0"
"TID",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","4270"
"TID",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","4303"
"TID",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","33"
"Total",NA,NA,2021,"Excess - Ag Pool","Delivery","Delivered","246083"
"Total",NA,NA,2021,"Excess - Ag Pool","Delivery","Scheduled","256110"
"Total",NA,NA,2021,"Excess - Ag Pool","Delivery","Remaining","10027"
"Ak-Chin",NA,NA,2021,"Federal On-Res","Delivery","Delivered","67589"
"Ak-Chin",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","69124"
"Ak-Chin",NA,NA,2021,"Federal On-Res","Delivery","Remaining","1535"
"GRIC",NA,NA,2021,"Federal On-Res","Delivery","Delivered","35822"
"GRIC",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","35825"
"GRIC",NA,NA,2021,"Federal On-Res","Delivery","Remaining","3"
"Pascua Yaqui",NA,NA,2021,"Federal On-Res","Delivery","Delivered","500"
"Pascua Yaqui",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","500"
"Pascua Yaqui",NA,NA,2021,"Federal On-Res","Delivery","Remaining","0"
"Tohono O'odham - ST",NA,NA,2021,"Federal On-Res","Delivery","Delivered","11050"
"Tohono O'odham - ST",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","11153"
"Tohono O'odham - ST",NA,NA,2021,"Federal On-Res","Delivery","Remaining","103"
"Tohono O'odham - SX",NA,NA,2021,"Federal On-Res","Delivery","Delivered","5741"
"Tohono O'odham - SX",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","7196"
"Tohono O'odham - SX",NA,NA,2021,"Federal On-Res","Delivery","Remaining","1455"
"Total",NA,NA,2021,"Federal On-Res","Delivery","Delivered","120702"
"Total",NA,NA,2021,"Federal On-Res","Delivery","Scheduled","123798"
"Total",NA,NA,2021,"Federal On-Res","Delivery","Remaining","3096"
"Ak-Chin","Ak-Chin","A--",2021,"Federal Off-Res","Delivery","Delivered","12987"
"Ak-Chin","Ak-Chin","A--",2021,"Federal Off-Res","Delivery","Scheduled","13074"
"Ak-Chin","Ak-Chin","A--",2021,"Federal Off-Res","Delivery","Remaining","87"
"Ak-Chin","Ak-Chin","Contract",2021,"Federal Off-Res","Delivery","Delivered","0"
"Ak-Chin","Ak-Chin","Contract",2021,"Federal Off-Res","Delivery","Scheduled","0"
"Ak-Chin","Ak-Chin","Contract",2021,"Federal Off-Res","Delivery","Remaining","0"
"APS","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Delivered","210"
"APS","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Scheduled","210"
"APS","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Remaining","0"
"CAGRD","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Delivered","15000"
"CAGRD","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Scheduled","15000"
"CAGRD","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Remaining","0"
"CAGRD","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","18185"
"CAGRD","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","18185"
"CAGRD","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","Chandler","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","972"
"Chandler","Chandler","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","972"
"Chandler","Chandler","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","Chandler","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Delivered","11184"
"Chandler","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Scheduled","11184"
"Chandler","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","2450"
"Chandler","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","2450"
"Chandler","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","2586"
"Chandler","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","2586"
"Chandler","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Dell Webb / Pulte","Ak-Chin","Lease",2021,"Federal Off-Res","Delivery","Delivered","7088"
"Dell Webb / Pulte","Ak-Chin","Lease",2021,"Federal Off-Res","Delivery","Scheduled","7356"
"Dell Webb / Pulte","Ak-Chin","Lease",2021,"Federal Off-Res","Delivery","Remaining","268"
"Freeport","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","10000"
"Freeport","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","10000"
"Freeport","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Freeport-Morenci","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","12000"
"Freeport-Morenci","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","12000"
"Freeport-Morenci","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Freeport-Morenci","SCAT","Exchange",2021,"Federal Off-Res","Delivery","Delivered","14000"
"Freeport-Morenci","SCAT","Exchange",2021,"Federal Off-Res","Delivery","Scheduled","14000"
"Freeport-Morenci","SCAT","Exchange",2021,"Federal Off-Res","Delivery","Remaining","0"
"Freeport-Morenci","SCAT","Lease",2021,"Federal Off-Res","Delivery","Delivered","11500"
"Freeport-Morenci","SCAT","Lease",2021,"Federal Off-Res","Delivery","Scheduled","11500"
"Freeport-Morenci","SCAT","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","1537"
"Gilbert","Gilbert","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","1537"
"Gilbert","Gilbert","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","SCAT","Lease",2021,"Federal Off-Res","Delivery","Delivered","17340"
"Gilbert","SCAT","Lease",2021,"Federal Off-Res","Delivery","Scheduled","17371"
"Gilbert","SCAT","Lease",2021,"Federal Off-Res","Delivery","Remaining","31"
"Gilbert","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","4088"
"Gilbert","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","4088"
"Gilbert","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","682"
"Glendale","Glendale","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","682"
"Glendale","Glendale","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","1814"
"Glendale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","1814"
"Glendale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Goodyear","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","7000"
"Goodyear","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","7000"
"Goodyear","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"GRIC","GRIC","Contract",2021,"Federal Off-Res","Delivery","Delivered","78272"
"GRIC","GRIC","Contract",2021,"Federal Off-Res","Delivery","Scheduled","78272"
"GRIC","GRIC","Contract",2021,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","Mesa","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","627"
"Mesa","Mesa","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","627"
"Mesa","Mesa","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","Mesa","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Delivered","6674"
"Mesa","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Scheduled","6674"
"Mesa","GRIC","Exchange",2021,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","1669"
"Mesa","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","1669"
"Mesa","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2021,"Federal Off-Res","Delivery","Delivered","0"
